"abbreviation","name","equation","lowbnd","uppbnd","obj_coef","subsystem","type","subtype","gpr_rule","is_gene_associated"
"3CARLPDH","3-Carboxy-1-hydroxypropyl-ThPP:lipoamide","HC01435_c + lpam_c <==> HC00695_c + thmpp_c",-1000,1000,0,"Citric acid cycle","core","internal","1316931.3.2555_13.peg",TRUE
"3HAD100","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)","3hdecACP_c <==> h2o_c + tdec2eACP_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD10M12","10-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase","10m3hddcaACP_c <==> 10mtddec2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD11M12","11-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase","11m3hddcaACP_c <==> 11mtddec2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD120","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)","3hddecACP_c <==> h2o_c + tddec2eACP_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD12M14","12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase","12m3hmyrsACP_c <==> 12mtmrs2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD13M14","13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase","13m3hmyrsACP_c <==> 13mtmrs2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD140","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)","3hmrsACP_c <==> h2o_c + tmrs2eACP_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD14M16","14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase","14m3hpalmACP_c <==> 14mtpalm2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD15M16","15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase","15m3hpalmACP_c <==> 15mtpalm2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD160","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)","3hpalmACP_c <==> h2o_c + tpalm2eACP_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD180","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)","3hoctaACP_c <==> h2o_c + toctd2eACP_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD40","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)","3haACP_c <==> but2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD4M6","4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase","4m3hhexACP_c <==> 4mthex2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD5M6","5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase","5m3hhexACP_c <==> 5mthex2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD60","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)","3hhexACP_c <==> h2o_c + thex2eACP_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD6M8","6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase","6m3hocACP_c <==> 6mtoct2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD7M8","7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase","7m3hocACP_c <==> 7mtoct2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD80","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)","3hoctACP_c <==> h2o_c + toct2eACP_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD8M10","8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase","8m3hdcaACP_c <==> 8mtdec2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HAD9M10","9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase","9m3hdcaACP_c <==> 9mtdec2eACP_c + h2o_c",0,1000,0,"Fatty acid synthesis","core","internal","",FALSE
"3HBCOAE","(S)-3-Hydroxybutanoyl-coa[c] 3-epimerase","3hbcoa_c <==> 3hbcoa__R_c",-1000,1000,0,"Butanoate metabolism","core","internal","",FALSE
"3MOBS","3-methyl-2-oxobutanoate synthase","3c3hmp_c + coa_c + h_c <==> 3mob_c + accoa_c + h2o_c",-1000,1000,0,"Valine, leucine, and isoleucine metabolism","core","internal","1316931.3.775.peg",TRUE
"3OAR100","3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)","3odecACP_c + h_c + nadph_c <==> 3hdecACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR10M11","10-methyl-3-oxo-undecanoyl-ACPNADP+ oxidoreductase","10m3oundecACP_c + h_c + nadph_c <==> 10m3hundecACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR10M12","10-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase","10m3oddcaACP_c + h_c + nadph_c <==> 10m3hddcaACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR11M12","11-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase","11m3oddcaACP_c + h_c + nadph_c <==> 11m3hddcaACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR120","3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)","3oddecACP_c + h_c + nadph_c <==> 3hddecACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR12M13","12-methyl-3-oxo-tridecanoyl-ACPNADP+ oxidoreductase","12m3otridecACP_c + h_c + nadph_c <==> 12m3htridecACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR12M14","12-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase","12m3omyrsACP_c + h_c + nadph_c <==> 12m3hmyrsACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR13M14","13-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase","13m3omyrsACP_c + h_c + nadph_c <==> 13m3hmyrsACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR140","3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)","3omrsACP_c + h_c + nadph_c <==> 3hmrsACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR14M15","14-methyl-3-oxo-pentadecanoyl-ACPNADP+ oxidoreductase","14m3opentdecACP_c + h_c + nadph_c <==> 14m3hpentdecACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR14M16","14-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase","14m3opalmACP_c + h_c + nadph_c <==> 14m3hpalmACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR15M16","15-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase","15m3opalmACP_c + h_c + nadph_c <==> 15m3hpalmACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR160","3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)","3opalmACP_c + h_c + nadph_c <==> 3hpalmACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR180","3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)","3ooctdACP_c + h_c + nadph_c <==> 3hoctaACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR40","3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)","actACP_c + h_c + nadph_c <==> 3haACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR4M5","4-methyl-3-oxo-pentanoyl-ACPNADP+ oxidoreductase","4m3opentACP_c + h_c + nadph_c <==> 4m3hpentACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR4M6","4-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase","4m3ohexACP_c + h_c + nadph_c <==> 4m3hhexACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR5M6","5-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase","5m3ohexACP_c + h_c + nadph_c <==> 5m3hhexACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR60","3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)","3ohexACP_c + h_c + nadph_c <==> 3hhexACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR6M7","6-methyl-3-oxo-heptanoyl-ACPNADP+ oxidoreductase","6m3oheptACP_c + h_c + nadph_c <==> 6m3hheptACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR6M8","6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase","6m3oocACP_c + h_c + nadph_c <==> 6m3hocACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR7M8","7-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase","7m3oocACP_c + h_c + nadph_c <==> 7m3hocACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR80","3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)","3ooctACP_c + h_c + nadph_c <==> 3hoctACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR8M10","8-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase","8m3odcaACP_c + h_c + nadph_c <==> 8m3hdcaACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR8M9","8-methyl-3-oxo-nonanoyl-ACPNADP+ oxidoreductase","8m3ononACP_c + h_c + nadph_c <==> 8m3hnonACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAR9M10","9-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase","9m3odcaACP_c + h_c + nadph_c <==> 9m3hdcaACP_c + nadp_c",-1000,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.3687 or g.31994.CDS.2982 or g.31994.CDS.690 or g.31994.CDS.3811 or g.31994.CDS.1940 or g.31994.CDS.487 or g.31994.CDS.1957 )",TRUE
"3OAS100","3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)","h_c + malACP_c + ocACP_c <==> 3odecACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS10M11","10-methyl-undecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","10mundecACP_c + h_c + malACP_c <==> 12m3otridecACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS10M12","10-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","10mddcaACP_c + h_c + malACP_c <==> 12m3omyrsACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS11M12","11-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","11mddcaACP_c + h_c + malACP_c <==> 13m3omyrsACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS120","3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)","dcaACP_c + h_c + malACP_c <==> 3oddecACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS12M13","12-methyl-tridecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","12mtridecACP_c + h_c + malACP_c <==> 14m3opentdecACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS12M14","12-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","12mmyrsACP_c + h_c + malACP_c <==> 14m3opalmACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS13M14","13-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","13mmyrsACP_c + h_c + malACP_c <==> 15m3opalmACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS140","3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)","ddcaACP_c + h_c + malACP_c <==> 3omrsACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS160","3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)","h_c + malACP_c + myrsACP_c <==> 3opalmACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS180","3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)","h_c + malACP_c + palmACP_c <==> 3ooctdACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS2M3","2-methylpropionyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","2mpropACP_c + h_c + malACP_c <==> 4m3opentACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS3M4","3-methylbutanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","3mbutACP_c + h_c + malACP_c <==> 5m3ohexACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS4M3O6","4-methyl-3-oxo-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","2mbutACP_c + h_c + malACP_c <==> 4m3ohexACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS4M5","4-methyl-pentanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","4mpentACP_c + h_c + malACP_c <==> 6m3oheptACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS4M6","4-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","4mhexACP_c + h_c + malACP_c <==> 6m3oocACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS5M6","5-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","5mhexACP_c + h_c + malACP_c <==> 7m3oocACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS60","3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)","butACP_c + h_c + malACP_c <==> 3ohexACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS6M7","6-methyl-heptanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","6mheptACP_c + h_c + malACP_c <==> 8m3ononACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS6M8","6-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","6mocACP_c + h_c + malACP_c <==> 8m3odcaACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS7M8","7-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","7mocACP_c + h_c + malACP_c <==> 9m3odcaACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS80","3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)","h_c + hexACP_c + malACP_c <==> 3ooctACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS8M10","8-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","8mdcaACP_c + h_c + malACP_c <==> 10m3oddcaACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS8M9","8-methyl-nonanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","8mnonACP_c + h_c + malACP_c <==> 10m3oundecACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"3OAS9M10","9-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)","9mdcaACP_c + h_c + malACP_c <==> 11m3oddcaACP_c + ACP_c + co2_c",0,1000,0,"Fatty acid synthesis","core","internal","( g.31994.CDS.1916 and g.31994.CDS.1805 )",TRUE
"4ABZt2","4-aminobenzoic acid transport via proton symport","4abz_e + h_e <==> 4abz_c + h_c",0,1000,0,"Transport, extracellular","core","transport","",FALSE
"4HBNOX","4-Hydroxybutanoate:NAD+ oxidoreductase","4hdxbutn_c + nad_c <==> h_c + nadh_c + sucsal_c",-1000,1000,0,"Butanoate metabolism","core","internal","g.31994.CDS.1413",TRUE
"4HTHDR","4-hydroxy-tetrahydrodipicolinate reductase","4hthdp_c + h_c + nadh_c <==> h2o_c + nad_c + thdp_c",-1000,1000,0,"Lysine metabolism","core","internal","1316931.3.2156.peg",TRUE
"4HTHDS","4-hydroxy-tetrahydrodipicolinate synthase","aspsa_c + pyr_c <==> 4hthdp_c + h2o_c + h_c",-1000,1000,0,"Lysine metabolism","core","internal","1316931.3.2155.peg or 1316931.3.3436.peg or 1316931.3.4070.peg",TRUE
"4HTHRS","4-Hydroxy-L-threonine synthase","h2o_c + phthr_c <==> 4hthr_c + pi_c",0,1000,0,"Vitamin B6 metabolism","core","internal","g.31994.CDS.1775",TRUE
"4NTPPH2","4-Nitrophenyl phosphate phosphohydrolase","HC01104_c + h2o_c <==> h_c + pi_c + pnp_c",0,1000,0,"Aminobenzoate degradation","core","internal","g.31994.CDS.2377",TRUE
"56DFURADH","Dihydrouracil Dehydrogenase (NADP) (5,6-dihydro-fluorouracil)","dh5fura_c + nadp_c <==> 5fura_c + h_c + nadph_c",-1000,1000,0,"Drug metabolism","core","internal","1316931.3.3606_36.peg",TRUE
"5AIZCDC","5aizc decarboxylase","5aizc_c + h_c <==> air_c + co2_c",0,1000,0,"Purine catabolism","core","internal","g.31994.CDS.1848",TRUE
"5C2O3EDDC","5 carboxy 2 oxohept 3 enedioate decarboxylation","5c2o3ed_c + h_c <==> 2hh24dd_c + co2_c",0,1000,0,"Tyrosine metabolism","core","internal","g.31994.CDS.919",TRUE
"5DOAN","5-deoxyadenosine nuclosidase","dad__5_c + h2o_c <==> 5drib_c + ade_c",0,1000,0,"Arginine and proline metabolism","core","internal","",FALSE
"5FURAt","5-Fluorouracil transport via Faciliated Diffusion","5fura_e <==> 5fura_c",-1000,1000,0,"Transport, extracellular","core","transport","",FALSE
