reaction,FBAmodel,background_conc,system_volume
EX_acgam_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_acgam_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_ade_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ade_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_adn_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_adn_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_adocbl_e_f,Clostridium_butyricum_DSM_10702,10,1
EX_adocbl_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_ala__D_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ala__D_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_ala__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ala__L_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_alaasp_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_alaasp_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_alagln_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_alagln_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_alaglu_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_alaglu_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_alagly_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_alagly_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_alahis_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_alahis_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_alaleu_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_alaleu_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_alathr_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_alathr_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_alltn_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_alltn_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_arab__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_arab__L_e_r,Clostridium_butyricum_DSM_10702,0.04737,1
EX_arbt_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_arbt_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_arg__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_arg__L_e_r,Clostridium_butyricum_DSM_10702,0.15,1
EX_asn__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_asn__L_e_r,Clostridium_butyricum_DSM_10702,0.225,1
EX_asp__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_asp__L_e_r,Clostridium_butyricum_DSM_10702,0.225,1
EX_biomass_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_biomass_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_btn_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_btn_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_butso3_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_butso3_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_ca2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ca2_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_cbl1_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_cbl1_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_cbl2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_cbl2_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_cd2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_cd2_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_cellb_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_cellb_e_r,Clostridium_butyricum_DSM_10702,0.01974,1
EX_cgly_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_cgly_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_cl_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_cl_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_co2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_co2_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_cobalt2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_cobalt2_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_cro4_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_cro4_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_csn_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_csn_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_cu2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_cu2_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_cys__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_cys__L_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_cytd_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_cytd_e_r,Clostridium_butyricum_DSM_10702,50,1
EX_dad__2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_dad__2_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_dcyt_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_dcyt_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_ddca_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ddca_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_dextrin_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_dextrin_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_dgsn_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_dgsn_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_din_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_din_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_drib_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_drib_e_r,Clostridium_butyricum_DSM_10702,0.04737,1
EX_duri_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_duri_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_ethso3_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ethso3_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_etoh_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_etoh_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_fe2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_fe2_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_fe3_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_fe3_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_fecrm_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_fecrm_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_fol_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_fol_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_fru_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_fru_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_fuc1p__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_fuc1p__L_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_g6p_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_g6p_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_gal_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_gal_e_r,Clostridium_butyricum_DSM_10702,0.03947,1
EX_galt_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_galt_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_galur_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_galur_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_gam_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_gam_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_gcald_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_gcald_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_glc__D_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glc__D_e_r,Clostridium_butyricum_DSM_10702,0.03947,1
EX_gln__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_gln__L_e_r,Clostridium_butyricum_DSM_10702,0.18,1
EX_glu__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glu__L_e_r,Clostridium_butyricum_DSM_10702,0.18,1
EX_gly_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_gly_e_r,Clostridium_butyricum_DSM_10702,0.45,1
EX_glyasn_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glyasn_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_glyasp_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glyasp_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_glyb_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glyb_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_glyc_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glyc_e_r,Clostridium_butyricum_DSM_10702,0.899827,1
EX_glyc3p_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glyc3p_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_glycys_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glycys_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_glygln_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glygln_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_glyglu_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glyglu_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_glygn2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glygn2_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_glygn4_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glygn4_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_glygn5_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glygn5_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_glyleu_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glyleu_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_glymet_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glymet_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_glyphe_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glyphe_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_glypro_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glypro_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_glytyr_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_glytyr_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_gua_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_gua_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_h_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_h_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_h2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_h2_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_h2o_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_h2o_e_r,Clostridium_butyricum_DSM_10702,10,1
EX_h2s_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_h2s_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_hdca_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_hdca_e_r,Clostridium_butyricum_DSM_10702,0.198185,1
EX_hexs_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_hexs_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_hg2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_hg2_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_his__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_his__L_e_r,Clostridium_butyricum_DSM_10702,0.15,1
EX_hxan_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_hxan_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_ile__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ile__L_e_r,Clostridium_butyricum_DSM_10702,0.15,1
EX_ins_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ins_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_isetac_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_isetac_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_k_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_k_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_kesto_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_kesto_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_kestopt_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_kestopt_e_r,Clostridium_butyricum_DSM_10702,0.0625,1
EX_kestottr_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_kestottr_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_lac__D_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_lac__D_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_lac__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_lac__L_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_lcts_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_lcts_e_r,Clostridium_butyricum_DSM_10702,0.01974,1
EX_leu__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_leu__L_e_r,Clostridium_butyricum_DSM_10702,0.15,1
EX_lys__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_lys__L_e_r,Clostridium_butyricum_DSM_10702,0.15,1
EX_malt_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_malt_e_r,Clostridium_butyricum_DSM_10702,0.01974,1
EX_malthx_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_malthx_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_malttr_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_malttr_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_man_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_man_e_r,Clostridium_butyricum_DSM_10702,0.03947,1
EX_man6p_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_man6p_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_mantr_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_mantr_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_melib_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_melib_e_r,Clostridium_butyricum_DSM_10702,0.01974,1
EX_meoh_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_meoh_e_r,Clostridium_butyricum_DSM_10702,10,1
EX_met__D_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_met__D_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_met__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_met__L_e_r,Clostridium_butyricum_DSM_10702,0.18,1
EX_metala_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_metala_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_metsox__R__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_metsox__R__L_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_metsox__S__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_metsox__S__L_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_mg2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_mg2_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_mn2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_mn2_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_mnl_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_mnl_e_r,Clostridium_butyricum_DSM_10702,0.03947,1
EX_mobd_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_mobd_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_mops_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_mops_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_mqn8_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_mqn8_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_mso3_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_mso3_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_n2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_n2_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_na1_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_na1_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_nac_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_nac_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_nh4_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_nh4_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_no2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_no2_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_no3_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_no3_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_o2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_o2_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_ocdca_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ocdca_e_r,Clostridium_butyricum_DSM_10702,0.084641,1
EX_pb_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_pb_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_pect_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_pect_e_r,Clostridium_butyricum_DSM_10702,7.39645e-4,1
EX_phe__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_phe__L_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_pi_e_f,Clostridium_butyricum_DSM_10702,10,1
EX_pi_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_ppi_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ppi_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_pro__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_pro__L_e_r,Clostridium_butyricum_DSM_10702,0.18,1
EX_ptrc_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ptrc_e_r,Clostridium_butyricum_DSM_10702,50,1
EX_raffin_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_raffin_e_r,Clostridium_butyricum_DSM_10702,0.1041666667,1
EX_rib__D_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_rib__D_e_r,Clostridium_butyricum_DSM_10702,0.04737,1
EX_ribflv_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ribflv_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_salcn_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_salcn_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_sbt__D_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_sbt__D_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_ser__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ser__L_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_sheme_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_sheme_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_so4_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_so4_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_spmd_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_spmd_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_strch1_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_strch1_e_r,Clostridium_butyricum_DSM_10702,0.06818,1
EX_strch2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_strch2_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_stys_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_stys_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_succ_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_succ_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_sucr_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_sucr_e_r,Clostridium_butyricum_DSM_10702,0.01974,1
EX_sulfac_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_sulfac_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_taur_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_taur_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_thm_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_thm_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_thr__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_thr__L_e_r,Clostridium_butyricum_DSM_10702,0.225,1
EX_thymd_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_thymd_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_tre_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_tre_e_r,Clostridium_butyricum_DSM_10702,0.01974,1
EX_trp__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_trp__L_e_r,Clostridium_butyricum_DSM_10702,0.08182,1
EX_tsul_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_tsul_e_r,Clostridium_butyricum_DSM_10702,1000,1
EX_ttdca_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ttdca_e_r,Clostridium_butyricum_DSM_10702,0.034338,1
EX_tyr__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_tyr__L_e_r,Clostridium_butyricum_DSM_10702,1,1
EX_ura_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_ura_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_urea_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_urea_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_uri_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_uri_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_val__L_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_val__L_e_r,Clostridium_butyricum_DSM_10702,0.18,1
EX_xan_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_xan_e_r,Clostridium_butyricum_DSM_10702,0.1,1
EX_xyl__D_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_xyl__D_e_r,Clostridium_butyricum_DSM_10702,0.04737,1
EX_zn2_e_f,Clostridium_butyricum_DSM_10702,1000,1
EX_zn2_e_r,Clostridium_butyricum_DSM_10702,1,1
dreplication_f,Clostridium_butyricum_DSM_10702,1000,1
pbiosynthesis_f,Clostridium_butyricum_DSM_10702,1000,1
rtranscription_f,Clostridium_butyricum_DSM_10702,1000,1
sink_PGPm1_c_f,Clostridium_butyricum_DSM_10702,1000,1
sink_PGPm1_c_r,Clostridium_butyricum_DSM_10702,1000,1
DM_4HBA_f,Escherichia_coli_SE11,1000,1
DM_5DRIB_f,Escherichia_coli_SE11,1000,1
DM_5MTR_f,Escherichia_coli_SE11,1000,1
DM_AMOB_f,Escherichia_coli_SE11,1000,1
DM_HQN_f,Escherichia_coli_SE11,1000,1
DM_btn_f,Escherichia_coli_SE11,1000,1
DM_clpn140_c_f,Escherichia_coli_SE11,1000,1
DM_clpn160_c_f,Escherichia_coli_SE11,1000,1
DM_clpn180_c_f,Escherichia_coli_SE11,1000,1
DM_clpnai15_c_f,Escherichia_coli_SE11,1000,1
DM_clpnai17_c_f,Escherichia_coli_SE11,1000,1
DM_clpni14_c_f,Escherichia_coli_SE11,1000,1
DM_clpni15_c_f,Escherichia_coli_SE11,1000,1
DM_clpni16_c_f,Escherichia_coli_SE11,1000,1
DM_clpni17_c_f,Escherichia_coli_SE11,1000,1
DM_dad_5_f,Escherichia_coli_SE11,1000,1
DM_dhptd_c_f,Escherichia_coli_SE11,1000,1
DM_dhptd_c_r,Escherichia_coli_SE11,1000,1
DM_kdo2lipid4L_c_f,Escherichia_coli_SE11,1000,1
DM_teich__45__BS_c_f,Escherichia_coli_SE11,1000,1
EX_12ppd__S_e_f,Escherichia_coli_SE11,1000,1
EX_12ppd__S_e_r,Escherichia_coli_SE11,1000,1
EX_15dap_e_f,Escherichia_coli_SE11,1000,1
EX_15dap_e_r,Escherichia_coli_SE11,1000,1
EX_2ddglcn_e_f,Escherichia_coli_SE11,1000,1
EX_2ddglcn_e_r,Escherichia_coli_SE11,1000,1
EX_2hyoxplac_e_f,Escherichia_coli_SE11,1000,1
EX_2hyoxplac_e_r,Escherichia_coli_SE11,1000,1
EX_34dhpha_e_f,Escherichia_coli_SE11,1000,1
EX_34dhpha_e_r,Escherichia_coli_SE11,1000,1
EX_3hphac_e_f,Escherichia_coli_SE11,1000,1
EX_3hphac_e_r,Escherichia_coli_SE11,1000,1
EX_3hpppn_e_f,Escherichia_coli_SE11,1000,1
EX_3hpppn_e_r,Escherichia_coli_SE11,1000,1
EX_4abut_e_f,Escherichia_coli_SE11,1000,1
EX_4abut_e_r,Escherichia_coli_SE11,1000,1
EX_4hbz_e_f,Escherichia_coli_SE11,1000,1
