reaction,FBAmodel,background_conc,system_volume
EX_MGlcn16_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn16_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn160_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn160_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn160__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn160__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn161_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn161_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn161__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn161__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn163_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn163_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn163__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn163__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn164_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn164_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn164__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn164__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn165_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn165_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn165__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn165__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn166_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn166_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn166__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn166__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn167_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn167_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn167__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn167__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn168_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn168_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn168__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn168__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn169_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn169_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn169__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn169__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn16__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn16__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn170_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn170_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn170__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn170__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn171_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn171_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn171__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn171__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn172_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn172_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn172__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn172__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn173_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn173_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn173__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn173__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn174_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn174_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn174__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn174__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn175_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn175_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn175__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn175__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn176_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn176_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn176__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn176__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn177_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn177_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn177__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn177__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn178_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn178_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn178__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn178__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn179_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn179_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn179__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn179__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn18_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn18_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn180_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn180_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn180__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn180__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn181_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn181_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn181__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn181__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn183_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn183_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn183__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn183__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn185_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn185_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn185__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn185__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn186_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn186_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn186__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn186__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn187_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn187_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn187__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn187__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn188_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn188_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn188__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn188__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn189_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn189_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn189__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn189__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn18__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn18__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn190_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn190_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn190__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn190__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn191_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn191_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn191__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn191__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn192_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn192_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn192__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn192__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn193_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn193_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn193__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn193__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn194_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn194_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn194__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn194__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn195_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn195_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn195__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn195__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn196_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn196_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn196__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn196__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn2_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn2_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn20_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn20_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn20__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn20__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn22_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn22_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn22__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn22__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn23_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn23_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn23__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn23__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn24_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn24_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn24__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn24__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn26_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn26_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn26__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn26__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn27_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn27_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn27__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn27__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn28_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn28_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn28__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn28__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn29_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn29_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn29__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn29__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn2__rl_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn2__rl_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn3_e_f,Anaerostipes_caccae_DSM_14662,1000,0.001
EX_MGlcn3_e_r,Anaerostipes_caccae_DSM_14662,1000,0.001
